Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
,,,,,,
3/28/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,43
,,,,,,
9/7/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,41
,,,,,,
8/31/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,112
,,,,,,
8/24/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,172
,,,,,,
8/17/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,199
,,,,,,
8/10/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,210
,,,,,,
8/3/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,212
,,,,,,
7/27/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,211
,,,,,,
7/20/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
,,,,,,
7/13/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,170
,,,,,,
7/6/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,172
,,,,,,
6/29/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,314
,,,,,,
6/22/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,170
,,,,,,
6/15/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,144
,,,,,,
6/8/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,139
,,,,,,
6/1/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,128
,,,,,,
5/23/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,351
,,,,,,
5/16/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,332
,,,,,,
5/9/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,325
,,,,,,
5/2/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,294
,,,,,,
4/25/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,285
,,,,,,
4/18/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
,,,,,,
4/11/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,275
,,,,,,
4/4/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
,,,,,,
3/28/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
,,,,,,
3/21/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,256
,,,,,,
3/14/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,254
,,,,,,
3/7/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
,,,,,,
2/29/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,247
,,,,,,
2/22/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,227
,,,,,,
2/15/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
2/8/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
2/1/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
1/25/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
,,,,,,
1/18/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
1/11/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
1/4/2016,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/28/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
,,,,,,
12/21/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
,,,,,,
12/14/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/7/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
,,,,,,
11/30/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
11/23/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
,,,,,,
11/16/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
11/9/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
11/2/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
10/26/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,228
,,,,,,
10/19/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,232
,,,,,,
10/12/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,241
,,,,,,
10/5/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,245
,,,,,,
9/28/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
,,,,,,
9/21/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
,,,,,,
9/14/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,292
,,,,,,
9/7/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,311
,,,,,,
8/31/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,311
,,,,,,
8/24/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,328
,,,,,,
8/17/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,352
,,,,,,
8/10/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,356
,,,,,,
8/3/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,387
,,,,,,
7/27/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,423
,,,,,,
7/20/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,423
,,,,,,
7/13/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,418
,,,,,,
7/6/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,421
,,,,,,
6/29/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,629
,,,,,,
6/22/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,392
,,,,,,
6/15/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,373
,,,,,,
6/8/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,365
,,,,,,
6/1/2015,Boston,South End,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,356
,,,,,,
5/23/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,256
,,,,,,
5/16/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,190
,,,,,,
5/9/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,129
,,,,,,
5/2/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,93
,,,,,,
4/25/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,91
,,,,,,
9/7/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,119
,,,,,,
8/31/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,280
,,,,,,
8/24/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,457
,,,,,,
8/17/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,510
,,,,,,
8/10/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
,,,,,,
8/3/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,556
,,,,,,
7/27/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
,,,,,,
7/20/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,460
,,,,,,
7/13/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,439
,,,,,,
7/6/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,461
,,,,,,
6/29/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,822
,,,,,,
6/22/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,464
,,,,,,
6/15/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,383
,,,,,,
6/8/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,372
,,,,,,
6/1/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,335
,,,,,,
5/23/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,262
,,,,,,
5/16/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,246
,,,,,,
5/9/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,243
,,,,,,
5/2/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,216
,,,,,,
4/25/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,218
,,,,,,
4/18/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,215
,,,,,,
4/11/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,208
,,,,,,
4/4/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
,,,,,,
3/28/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,203
,,,,,,
3/21/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,193
,,,,,,
3/14/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,195
,,,,,,
3/7/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,194
,,,,,,
2/29/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,182
,,,,,,
2/22/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,169
,,,,,,
2/15/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
,,,,,,
2/8/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
,,,,,,
2/1/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
,,,,,,
1/25/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,166
,,,,,,
1/18/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
,,,,,,
1/11/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
,,,,,,
1/4/2016,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
,,,,,,
12/28/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
,,,,,,
12/21/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
,,,,,,
12/14/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
,,,,,,
12/7/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
,,,,,,
11/30/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
,,,,,,
11/23/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,162
,,,,,,
11/16/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
,,,,,,
11/9/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
,,,,,,
11/2/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
,,,,,,
10/26/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
,,,,,,
10/19/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,176
,,,,,,
10/12/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,185
,,,,,,
10/5/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,192
,,,,,,
9/28/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,204
,,,,,,
9/21/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,211
,,,,,,
9/14/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,219
,,,,,,
9/7/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,227
,,,,,,
8/31/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,240
,,,,,,
8/24/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,248
,,,,,,
8/17/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,263
,,,,,,
8/10/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,271
,,,,,,
8/3/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,298
,,,,,,
7/27/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
,,,,,,
7/20/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
,,,,,,
7/13/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,313
,,,,,,
7/6/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,314
,,,,,,
6/29/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,471
,,,,,,
6/22/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,295
,,,,,,
6/15/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,289
,,,,,,
6/8/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,277
,,,,,,
6/1/2015,Boston,South End,FanCo. Classic,GREEN - FanCo. Classic,Retail,267
,,,,,,
5/23/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,168
,,,,,,
5/16/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,122
,,,,,,
5/9/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,82
,,,,,,
5/2/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,65
,,,,,,
4/25/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,62
,,,,,,
9/7/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,75
,,,,,,
8/31/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,178
,,,,,,
8/24/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,288
,,,,,,
8/17/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,329
,,,,,,
8/10/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,352
,,,,,,
8/3/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,354
,,,,,,
7/27/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,352
,,,,,,
7/20/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,294
,,,,,,
7/13/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,276
,,,,,,
7/6/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,298
,,,,,,
6/29/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,520
,,,,,,
6/22/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,297
,,,,,,
6/15/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,245
,,,,,,
6/8/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,233
,,,,,,
6/1/2015,Boston,South End,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,217
,,,,,,
